ENSSHAT00000008046.2	ENSSHAG00000006926.2	NA
ENSSHAT00000006795.2	ENSSHAG00000005857.2	NA
ENSSHAT00000000644.2	ENSSHAG00000026058.1	NA
ENSSHAT00000013319.2	ENSSHAG00000011295.2	NA
ENSSHAT00000039172.1	ENSSHAG00000026127.1	NA
ENSSHAT00000047533.1	ENSSHAG00000020661.1	NA
ENSSHAT00000037904.1	ENSSHAG00000031967.1	NA
ENSSHAT00000044270.1	ENSSHAG00000021128.1	NA
ENSSHAT00000025348.1	ENSSHAG00000030160.1	NA
ENSSHAT00000024691.1	ENSSHAG00000026462.1	NA
ENSSHAT00000048805.1	ENSSHAG00000022954.1	NA
ENSSHAT00000033789.1	ENSSHAG00000025152.1	NA
ENSSHAT00000003578.2	ENSSHAG00000003110.2	NA
ENSSHAT00000038278.1	ENSSHAG00000021417.1	NA
ENSSHAT00000003774.2	ENSSHAG00000003288.2	NA
ENSSHAT00000003211.2	ENSSHAG00000002803.2	NA
ENSSHAT00000007405.2	ENSSHAG00000006385.2	NA
ENSSHAT00000040840.1	ENSSHAG00000031152.1	NA
ENSSHAT00000000700.2	ENSSHAG00000021862.1	NA
ENSSHAT00000036167.1	ENSSHAG00000030515.1	NA
ENSSHAT00000013233.2	ENSSHAG00000011223.2	NA
ENSSHAT00000032174.1	ENSSHAG00000025301.1	NA
ENSSHAT00000005824.2	ENSSHAG00000027380.1	NA
ENSSHAT00000030669.1	ENSSHAG00000020870.1	NA
ENSSHAT00000043857.1	ENSSHAG00000030817.1	NA
ENSSHAT00000026303.1	ENSSHAG00000031897.1	NA
ENSSHAT00000035135.1	ENSSHAG00000031395.1	NA
ENSSHAT00000035565.1	ENSSHAG00000028624.1	NA
ENSSHAT00000004050.2	ENSSHAG00000026306.1	NA
ENSSHAT00000006723.2	ENSSHAG00000005798.2	NA
ENSSHAT00000007058.2	ENSSHAG00000006081.2	NA
ENSSHAT00000050659.1	ENSSHAG00000025234.1	NA
ENSSHAT00000046188.1	ENSSHAG00000026289.1	NA
ENSSHAT00000034101.1	ENSSHAG00000026460.1	NA
ENSSHAT00000025793.1	ENSSHAG00000023423.1	NA
ENSSHAT00000007323.2	ENSSHAG00000006310.2	NA
ENSSHAT00000017252.2	ENSSHAG00000014542.2	NA
ENSSHAT00000041793.1	ENSSHAG00000026310.1	NA
ENSSHAT00000027725.1	ENSSHAG00000031822.1	NA
ENSSHAT00000001639.2	ENSSHAG00000029145.1	NA
ENSSHAT00000017321.2	ENSSHAG00000014600.2	NA
ENSSHAT00000004864.2	ENSSHAG00000031453.1	NA
ENSSHAT00000003616.2	ENSSHAG00000003143.2	NA
ENSSHAT00000000914.2	ENSSHAG00000000808.2	NA
ENSSHAT00000039431.1	ENSSHAG00000028106.1	NA
ENSSHAT00000045692.1	ENSSHAG00000029049.1	NA
ENSSHAT00000017225.2	ENSSHAG00000014520.2	NA
ENSSHAT00000001640.2	ENSSHAG00000031288.1	NA
ENSSHAT00000051318.1	ENSSHAG00000027135.1	NA
ENSSHAT00000044292.1	ENSSHAG00000021658.1	NA
ENSSHAT00000034407.1	ENSSHAG00000029440.1	NA
ENSSHAT00000047126.1	ENSSHAG00000031448.1	NA
ENSSHAT00000032992.1	ENSSHAG00000022305.1	NA
ENSSHAT00000046709.1	ENSSHAG00000026221.1	NA
ENSSHAT00000049893.1	ENSSHAG00000022138.1	NA
ENSSHAT00000026300.1	ENSSHAG00000031027.1	NA
ENSSHAT00000042799.1	ENSSHAG00000028301.1	NA
ENSSHAT00000002628.2	ENSSHAG00000002300.2	NA
ENSSHAT00000048392.1	ENSSHAG00000028329.1	NA
ENSSHAT00000043399.1	ENSSHAG00000024517.1	NA
ENSSHAT00000028417.1	ENSSHAG00000020784.1	NA
ENSSHAT00000049152.1	ENSSHAG00000024276.1	NA
ENSSHAT00000046776.1	ENSSHAG00000029792.1	NA
ENSSHAT00000007269.2	ENSSHAG00000006262.2	NA
ENSSHAT00000006442.2	ENSSHAG00000005558.2	NA
ENSSHAT00000041381.1	ENSSHAG00000025745.1	NA
ENSSHAT00000046758.1	ENSSHAG00000024270.1	NA
ENSSHAT00000006035.2	ENSSHAG00000005211.2	NA
ENSSHAT00000000653.2	ENSSHAG00000028964.1	NA
ENSSHAT00000032555.1	ENSSHAG00000031694.1	NA
ENSSHAT00000032164.1	ENSSHAG00000026213.1	NA
ENSSHAT00000043811.1	ENSSHAG00000028652.1	NA
ENSSHAT00000045796.1	ENSSHAG00000027283.1	NA
ENSSHAT00000036194.1	ENSSHAG00000030381.1	NA
ENSSHAT00000037035.1	ENSSHAG00000031173.1	NA
ENSSHAT00000000038.2	ENSSHAG00000025247.1	NA
ENSSHAT00000030895.1	ENSSHAG00000031556.1	NA
ENSSHAT00000028999.1	ENSSHAG00000021361.1	NA
ENSSHAT00000028540.1	ENSSHAG00000029130.1	NA
ENSSHAT00000025396.1	ENSSHAG00000024564.1	NA
ENSSHAT00000043391.1	ENSSHAG00000023725.1	NA
ENSSHAT00000000283.2	ENSSHAG00000025808.1	NA
ENSSHAT00000032696.1	ENSSHAG00000026526.1	NA
ENSSHAT00000036031.1	ENSSHAG00000031835.1	NA
ENSSHAT00000052683.1	ENSSHAG00000029437.1	NA
ENSSHAT00000029833.1	ENSSHAG00000023362.1	NA
ENSSHAT00000029164.1	ENSSHAG00000023870.1	NA
ENSSHAT00000000249.2	ENSSHAG00000031636.1	NA
ENSSHAT00000037239.1	ENSSHAG00000028133.1	NA
ENSSHAT00000029645.1	ENSSHAG00000030538.1	NA
ENSSHAT00000035277.1	ENSSHAG00000024795.1	NA
ENSSHAT00000037559.1	ENSSHAG00000029884.1	NA
ENSSHAT00000036462.1	ENSSHAG00000024957.1	NA
ENSSHAT00000004051.2	ENSSHAG00000031097.1	NA
ENSSHAT00000046713.1	ENSSHAG00000023015.1	NA
ENSSHAT00000037198.1	ENSSHAG00000030815.1	NA
ENSSHAT00000029414.1	ENSSHAG00000030704.1	NA
ENSSHAT00000052412.1	ENSSHAG00000021435.1	NA
ENSSHAT00000039190.1	ENSSHAG00000029534.1	NA
ENSSHAT00000038767.1	ENSSHAG00000032028.1	NA
ENSSHAT00000037697.1	ENSSHAG00000026234.1	NA
ENSSHAT00000052555.1	ENSSHAG00000022844.1	NA
ENSSHAT00000048441.1	ENSSHAG00000024994.1	NA
ENSSHAT00000030315.1	ENSSHAG00000024694.1	NA
ENSSHAT00000045975.1	ENSSHAG00000027293.1	NA
ENSSHAT00000017299.2	ENSSHAG00000014581.2	NA
ENSSHAT00000007992.2	ENSSHAG00000020719.1	NA
ENSSHAT00000033857.1	ENSSHAG00000024772.1	NA
ENSSHAT00000037068.1	ENSSHAG00000029458.1	NA
ENSSHAT00000044919.1	ENSSHAG00000029508.1	NA
ENSSHAT00000045530.1	ENSSHAG00000029288.1	NA
ENSSHAT00000030185.1	ENSSHAG00000026414.1	NA
ENSSHAT00000025930.1	ENSSHAG00000025955.1	NA
ENSSHAT00000047569.1	ENSSHAG00000032051.1	NA
ENSSHAT00000032578.1	ENSSHAG00000031474.1	NA
ENSSHAT00000027433.1	ENSSHAG00000025236.1	NA
ENSSHAT00000029506.1	ENSSHAG00000023071.1	NA
ENSSHAT00000050517.1	ENSSHAG00000027867.1	NA
ENSSHAT00000025063.1	ENSSHAG00000023478.1	NA
ENSSHAT00000026367.1	ENSSHAG00000021874.1	NA
ENSSHAT00000049958.1	ENSSHAG00000031690.1	NA
ENSSHAT00000048104.1	ENSSHAG00000022417.1	NA
ENSSHAT00000038343.1	ENSSHAG00000031801.1	NA
ENSSHAT00000047595.1	ENSSHAG00000023501.1	NA
ENSSHAT00000045053.1	ENSSHAG00000023697.1	NA
ENSSHAT00000049708.1	ENSSHAG00000028524.1	NA
ENSSHAT00000041041.1	ENSSHAG00000026624.1	NA
ENSSHAT00000036538.1	ENSSHAG00000029777.1	NA
ENSSHAT00000027023.1	ENSSHAG00000030995.1	NA
ENSSHAT00000049002.1	ENSSHAG00000032015.1	NA
ENSSHAT00000028407.1	ENSSHAG00000023488.1	NA
ENSSHAT00000037363.1	ENSSHAG00000021022.1	NA
ENSSHAT00000040461.1	ENSSHAG00000029025.1	NA
ENSSHAT00000029453.1	ENSSHAG00000027775.1	NA
ENSSHAT00000029682.1	ENSSHAG00000031709.1	NA
ENSSHAT00000037909.1	ENSSHAG00000027856.1	NA
ENSSHAT00000051382.1	ENSSHAG00000022011.1	NA
ENSSHAT00000025615.1	ENSSHAG00000023040.1	NA
ENSSHAT00000028967.1	ENSSHAG00000022145.1	NA
ENSSHAT00000048689.1	ENSSHAG00000025726.1	NA
ENSSHAT00000041876.1	ENSSHAG00000029152.1	NA
ENSSHAT00000039832.1	ENSSHAG00000022933.1	NA
ENSSHAT00000035648.1	ENSSHAG00000027471.1	NA
ENSSHAT00000032726.1	ENSSHAG00000025868.1	NA
ENSSHAT00000048421.1	ENSSHAG00000020715.1	NA
ENSSHAT00000046856.1	ENSSHAG00000021799.1	NA
ENSSHAT00000041404.1	ENSSHAG00000023981.1	NA
ENSSHAT00000043794.1	ENSSHAG00000023376.1	NA
ENSSHAT00000027913.1	ENSSHAG00000021695.1	NA
ENSSHAT00000050318.1	ENSSHAG00000030548.1	NA
ENSSHAT00000029388.1	ENSSHAG00000026498.1	NA
ENSSHAT00000024568.1	ENSSHAG00000024199.1	NA
ENSSHAT00000033837.1	ENSSHAG00000027278.1	NA
ENSSHAT00000038464.1	ENSSHAG00000031848.1	NA
ENSSHAT00000042852.1	ENSSHAG00000026835.1	NA
ENSSHAT00000032784.1	ENSSHAG00000020747.1	NA
ENSSHAT00000037265.1	ENSSHAG00000029367.1	NA
ENSSHAT00000051770.1	ENSSHAG00000021563.1	NA
ENSSHAT00000032488.1	ENSSHAG00000032138.1	NA
ENSSHAT00000051494.1	ENSSHAG00000030476.1	NA
ENSSHAT00000052838.1	ENSSHAG00000022618.1	NA
ENSSHAT00000045453.1	ENSSHAG00000022821.1	NA
ENSSHAT00000043447.1	ENSSHAG00000022004.1	NA
ENSSHAT00000037055.1	ENSSHAG00000031452.1	NA
ENSSHAT00000051361.1	ENSSHAG00000025798.1	NA
ENSSHAT00000049436.1	ENSSHAG00000030893.1	FHIT
ENSSHAT00000039598.1	ENSSHAG00000026811.1	NA
ENSSHAT00000001577.2	ENSSHAG00000026811.1	NA
ENSSHAT00000021591.2	ENSSHAG00000018151.2	RBM6
ENSSHAT00000018965.2	ENSSHAG00000015964.2	DNAJB8
ENSSHAT00000021528.2	ENSSHAG00000018098.2	MON1A
ENSSHAT00000037538.1	ENSSHAG00000031579.1	NA
ENSSHAT00000043261.1	ENSSHAG00000020466.1	NA
ENSSHAT00000053086.1	ENSSHAG00000028316.1	NA
ENSSHAT00000021452.2	ENSSHAG00000018037.2	NA
ENSSHAT00000021453.2	ENSSHAG00000025761.1	NA
ENSSHAT00000035236.1	ENSSHAG00000025761.1	NA
ENSSHAT00000031859.1	ENSSHAG00000025494.1	NA
ENSSHAT00000041004.1	ENSSHAG00000025494.1	NA
ENSSHAT00000029903.1	ENSSHAG00000025494.1	NA
ENSSHAT00000019161.2	ENSSHAG00000016131.2	GATA2
ENSSHAT00000021367.2	ENSSHAG00000017968.2	NA
ENSSHAT00000030528.1	ENSSHAG00000027370.1	NA
ENSSHAT00000021319.2	ENSSHAG00000017929.2	CAMKV
ENSSHAT00000030555.1	ENSSHAG00000023991.1	NA
ENSSHAT00000047840.1	ENSSHAG00000023991.1	NA
ENSSHAT00000036268.1	ENSSHAG00000022090.1	NA
ENSSHAT00000042211.1	ENSSHAG00000023146.1	NA
ENSSHAT00000050545.1	ENSSHAG00000023146.1	NA
ENSSHAT00000038099.1	ENSSHAG00000023146.1	NA
ENSSHAT00000006681.2	ENSSHAG00000005767.2	NA
ENSSHAT00000051360.1	ENSSHAG00000030232.1	NA
ENSSHAT00000033638.1	ENSSHAG00000025451.1	NA
ENSSHAT00000039625.1	ENSSHAG00000017875.2	TRAIP
ENSSHAT00000021251.2	ENSSHAG00000017875.2	TRAIP
ENSSHAT00000004607.2	ENSSHAG00000004011.2	NA
ENSSHAT00000004608.2	ENSSHAG00000004011.2	NA
ENSSHAT00000021283.2	ENSSHAG00000017902.2	PTPRG
ENSSHAT00000025344.1	ENSSHAG00000017902.2	PTPRG
ENSSHAT00000031350.1	ENSSHAG00000026204.1	NA
ENSSHAT00000020030.2	ENSSHAG00000026204.1	NA
ENSSHAT00000035177.1	ENSSHAG00000031702.1	NA
ENSSHAT00000043449.1	ENSSHAG00000031702.1	NA
ENSSHAT00000041635.1	ENSSHAG00000026824.1	NA
ENSSHAT00000032825.1	ENSSHAG00000020702.1	NA
ENSSHAT00000033737.1	ENSSHAG00000017846.2	UBA7
ENSSHAT00000021215.2	ENSSHAG00000017846.2	UBA7
ENSSHAT00000028987.1	ENSSHAG00000017846.2	UBA7
ENSSHAT00000042308.1	ENSSHAG00000023066.1	NA
ENSSHAT00000047103.1	ENSSHAG00000031526.1	NA
ENSSHAT00000037297.1	ENSSHAG00000031526.1	NA
ENSSHAT00000049146.1	ENSSHAG00000027540.1	INKA1
ENSSHAT00000024845.1	ENSSHAG00000028716.1	NA
ENSSHAT00000043991.1	ENSSHAG00000021000.1	NA
ENSSHAT00000021833.2	ENSSHAG00000018343.2	NA
ENSSHAT00000048052.1	ENSSHAG00000018343.2	NA
ENSSHAT00000027644.1	ENSSHAG00000018343.2	NA
ENSSHAT00000035324.1	ENSSHAG00000018343.2	NA
ENSSHAT00000048570.1	ENSSHAG00000021686.1	NA
ENSSHAT00000032756.1	ENSSHAG00000021686.1	NA
ENSSHAT00000044164.1	ENSSHAG00000017747.2	IP6K1
ENSSHAT00000021098.2	ENSSHAG00000017747.2	IP6K1
ENSSHAT00000026862.1	ENSSHAG00000028392.1	NA
ENSSHAT00000041090.1	ENSSHAG00000027636.1	FEZF2
ENSSHAT00000036682.1	ENSSHAG00000024114.1	GMPPB
ENSSHAT00000024954.1	ENSSHAG00000016954.2	COPG1
ENSSHAT00000051512.1	ENSSHAG00000016954.2	COPG1
ENSSHAT00000020142.2	ENSSHAG00000016954.2	COPG1
ENSSHAT00000020905.2	ENSSHAG00000017590.2	RNF123
ENSSHAT00000025461.1	ENSSHAG00000027928.1	AMIGO3
ENSSHAT00000020856.2	ENSSHAG00000017547.2	MST1
ENSSHAT00000031282.1	ENSSHAG00000017547.2	MST1
ENSSHAT00000020857.2	ENSSHAG00000017547.2	MST1
ENSSHAT00000029298.1	ENSSHAG00000029905.1	CNBP
ENSSHAT00000020356.2	ENSSHAG00000029905.1	CNBP
ENSSHAT00000027192.1	ENSSHAG00000029905.1	CNBP
ENSSHAT00000044028.1	ENSSHAG00000025873.1	APEH
ENSSHAT00000047706.1	ENSSHAG00000020766.1	BSN
ENSSHAT00000030637.1	ENSSHAG00000028621.1	ISY1
ENSSHAT00000027926.1	ENSSHAG00000028621.1	ISY1
ENSSHAT00000043509.1	ENSSHAG00000030540.1	NA
ENSSHAT00000033526.1	ENSSHAG00000023671.1	NA
ENSSHAT00000042768.1	ENSSHAG00000023671.1	NA
ENSSHAT00000025668.1	ENSSHAG00000024088.1	NA
ENSSHAT00000045798.1	ENSSHAG00000018442.2	NA
ENSSHAT00000024127.1	ENSSHAG00000018442.2	NA
ENSSHAT00000043489.1	ENSSHAG00000018442.2	NA
ENSSHAT00000050061.1	ENSSHAG00000018442.2	NA
ENSSHAT00000049158.1	ENSSHAG00000018442.2	NA
ENSSHAT00000021953.2	ENSSHAG00000018442.2	NA
ENSSHAT00000025907.1	ENSSHAG00000018442.2	NA
ENSSHAT00000048877.1	ENSSHAG00000018442.2	NA
ENSSHAT00000029278.1	ENSSHAG00000018442.2	NA
ENSSHAT00000041125.1	ENSSHAG00000021948.1	NA
ENSSHAT00000020028.2	ENSSHAG00000016867.2	DAG1
ENSSHAT00000020931.2	ENSSHAG00000017611.2	NA
ENSSHAT00000033274.1	ENSSHAG00000017611.2	NA
ENSSHAT00000042903.1	ENSSHAG00000025092.1	NA
ENSSHAT00000036669.1	ENSSHAG00000025092.1	NA
ENSSHAT00000027903.1	ENSSHAG00000025092.1	NA
ENSSHAT00000051748.1	ENSSHAG00000025092.1	NA
ENSSHAT00000025054.1	ENSSHAG00000025092.1	NA
ENSSHAT00000019599.2	ENSSHAG00000031377.1	NICN1
ENSSHAT00000044169.1	ENSSHAG00000031377.1	NICN1
ENSSHAT00000020974.2	ENSSHAG00000017646.2	NA
ENSSHAT00000014826.2	ENSSHAG00000017646.2	NA
ENSSHAT00000024504.1	ENSSHAG00000016474.2	AMT
ENSSHAT00000019554.2	ENSSHAG00000016474.2	AMT
ENSSHAT00000042937.1	ENSSHAG00000020820.1	TCTA
ENSSHAT00000019362.2	ENSSHAG00000016308.2	NA
ENSSHAT00000048195.1	ENSSHAG00000031759.1	GPX1
ENSSHAT00000021059.2	ENSSHAG00000017715.2	NA
ENSSHAT00000021061.2	ENSSHAG00000017715.2	NA
ENSSHAT00000030044.1	ENSSHAG00000017715.2	NA
ENSSHAT00000027176.1	ENSSHAG00000017715.2	NA
ENSSHAT00000021060.2	ENSSHAG00000017715.2	NA
ENSSHAT00000027425.1	ENSSHAG00000017715.2	NA
ENSSHAT00000037853.1	ENSSHAG00000030353.1	SYNPR
ENSSHAT00000011407.2	ENSSHAG00000009729.2	SNTN
ENSSHAT00000019035.2	ENSSHAG00000016024.2	USP4
ENSSHAT00000019034.2	ENSSHAG00000016024.2	USP4
ENSSHAT00000013478.2	ENSSHAG00000011430.2	C3orf49
ENSSHAT00000013699.2	ENSSHAG00000011615.2	THOC7
ENSSHAT00000027953.1	ENSSHAG00000011615.2	THOC7
ENSSHAT00000030225.1	ENSSHAG00000029899.1	C3orf62
ENSSHAT00000022165.2	ENSSHAG00000018611.2	NA
ENSSHAT00000041784.1	ENSSHAG00000018611.2	NA
ENSSHAT00000018705.2	ENSSHAG00000015747.2	NA
ENSSHAT00000006731.2	ENSSHAG00000005805.2	NA
ENSSHAT00000046830.1	ENSSHAG00000005805.2	NA
ENSSHAT00000036400.1	ENSSHAG00000012231.2	ATXN7
ENSSHAT00000014435.2	ENSSHAG00000012231.2	ATXN7
ENSSHAT00000049219.1	ENSSHAG00000024380.1	NA
ENSSHAT00000014595.2	ENSSHAG00000012357.2	PSMD6
ENSSHAT00000051796.1	ENSSHAG00000027422.1	KLHDC8B
ENSSHAT00000041574.1	ENSSHAG00000027422.1	KLHDC8B
ENSSHAT00000005520.2	ENSSHAG00000004775.2	HDAC11
ENSSHAT00000015444.2	ENSSHAG00000013056.2	PRICKLE2
ENSSHAT00000043770.1	ENSSHAG00000013056.2	PRICKLE2
ENSSHAT00000018504.2	ENSSHAG00000015577.2	NA
ENSSHAT00000017589.2	ENSSHAG00000014822.2	ADAMTS9
ENSSHAT00000046646.1	ENSSHAG00000028406.1	NA
ENSSHAT00000038419.1	ENSSHAG00000028406.1	NA
ENSSHAT00000051979.1	ENSSHAG00000028406.1	NA
ENSSHAT00000043549.1	ENSSHAG00000031149.1	FBLN2
ENSSHAT00000024632.1	ENSSHAG00000031149.1	FBLN2
ENSSHAT00000027432.1	ENSSHAG00000021230.1	NA
ENSSHAT00000026058.1	ENSSHAG00000028172.1	NA
ENSSHAT00000013571.2	ENSSHAG00000011504.2	NA
ENSSHAT00000031123.1	ENSSHAG00000030662.1	NA
ENSSHAT00000051437.1	ENSSHAG00000030662.1	NA
ENSSHAT00000030388.1	ENSSHAG00000012006.2	NA
ENSSHAT00000045846.1	ENSSHAG00000012006.2	NA
ENSSHAT00000014158.2	ENSSHAG00000012006.2	NA
ENSSHAT00000052281.1	ENSSHAG00000012006.2	NA
ENSSHAT00000027642.1	ENSSHAG00000012006.2	NA
ENSSHAT00000014159.2	ENSSHAG00000012006.2	NA
ENSSHAT00000040931.1	ENSSHAG00000015212.2	USP19
ENSSHAT00000034342.1	ENSSHAG00000015212.2	USP19
ENSSHAT00000018069.2	ENSSHAG00000015212.2	USP19
ENSSHAT00000028230.1	ENSSHAG00000015212.2	USP19
ENSSHAT00000018068.2	ENSSHAG00000015212.2	USP19
ENSSHAT00000036032.1	ENSSHAG00000028174.1	BARX1
ENSSHAT00000017388.2	ENSSHAG00000014660.2	PHF2
ENSSHAT00000003619.2	ENSSHAG00000003146.2	NA
ENSSHAT00000031394.1	ENSSHAG00000030239.1	STX17
ENSSHAT00000014766.2	ENSSHAG00000030239.1	STX17
ENSSHAT00000021430.2	ENSSHAG00000018018.2	NA
ENSSHAT00000004583.2	ENSSHAG00000003990.2	NA
ENSSHAT00000020179.2	ENSSHAG00000016984.2	SNX8
ENSSHAT00000030197.1	ENSSHAG00000016984.2	SNX8
ENSSHAT00000039490.1	ENSSHAG00000012181.2	ERP44
ENSSHAT00000014369.2	ENSSHAG00000012181.2	ERP44
ENSSHAT00000034710.1	ENSSHAG00000015322.2	LAMB2
ENSSHAT00000018195.2	ENSSHAG00000015322.2	LAMB2
ENSSHAT00000020694.2	ENSSHAG00000017407.2	ENC1
ENSSHAT00000028005.1	ENSSHAG00000022939.1	GJC2
ENSSHAT00000045246.1	ENSSHAG00000022939.1	GJC2
ENSSHAT00000025345.1	ENSSHAG00000022939.1	GJC2
ENSSHAT00000030958.1	ENSSHAG00000022939.1	GJC2
ENSSHAT00000000272.2	ENSSHAG00000000232.2	SMCR8
ENSSHAT00000051540.1	ENSSHAG00000026519.1	NUDT1
ENSSHAT00000020119.2	ENSSHAG00000016937.2	MRM2
ENSSHAT00000043750.1	ENSSHAG00000025620.1	INVS
ENSSHAT00000041530.1	ENSSHAG00000023093.1	NA
ENSSHAT00000006049.2	ENSSHAG00000005221.2	FBXO4
ENSSHAT00000045849.1	ENSSHAG00000031850.1	NA
ENSSHAT00000053160.1	ENSSHAG00000031850.1	NA
ENSSHAT00000036007.1	ENSSHAG00000023315.1	NA
ENSSHAT00000017560.2	ENSSHAG00000014798.2	GUK1
ENSSHAT00000044965.1	ENSSHAG00000014798.2	GUK1
ENSSHAT00000051215.1	ENSSHAG00000014798.2	GUK1
ENSSHAT00000027429.1	ENSSHAG00000023013.1	NA
ENSSHAT00000012013.2	ENSSHAG00000010223.2	TEX10
ENSSHAT00000052286.1	ENSSHAG00000010223.2	TEX10
ENSSHAT00000048304.1	ENSSHAG00000026806.1	NA
ENSSHAT00000036961.1	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000035323.1	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000032499.1	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000033847.1	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000038251.1	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000003906.2	ENSSHAG00000003405.2	FAM120A
ENSSHAT00000025918.1	ENSSHAG00000030809.1	NA
ENSSHAT00000025240.1	ENSSHAG00000023020.1	QRICH1
ENSSHAT00000050771.1	ENSSHAG00000030975.1	NA
ENSSHAT00000038854.1	ENSSHAG00000029751.1	NA
